Date,market,size,value,rates,credit,dollar
2018-01-01,0.010088798905722429,-0.0305045030752637,0.028754202500557335,0.0041622067052407,-0.012064592777605737,-0.006605923738508447
2018-01-02,0.022944226347983286,-0.04049625630101846,-0.010108492306192063,0.0030398666460115654,0.0026355492391730295,-0.0019124447416141751
2018-01-03,-0.004425821621374156,-0.0012608789430858525,0.006962408852384718,-0.005166676707949539,-0.0017130734093260477,-0.0020154913700811666
2018-01-04,0.017971669387171003,-0.03544211163463598,0.004909202969975313,0.001552513168383327,0.016811971383566857,-0.012858115431016986
2018-01-05,0.007856468444437322,-0.01840353805077672,0.0012814254270094565,0.005318239651902076,-0.00829569961764457,-0.0012014101604258271
2018-01-08,0.006584941437339955,-0.011331701051944384,0.009819386638841784,0.00192601629247143,-0.0022971687979775187,-0.005329073642108574
2018-01-09,-0.01037387989902895,0.011993272921534607,0.00927494089033045,0.002553589225219798,-0.00708491553319336,-0.00038585215919640357
2018-01-10,-0.0034558063982493754,0.006778837431829677,-0.0009073264928989399,0.007323119406559507,-0.010224257615960498,0.0061082789666935915
2018-01-11,-0.0046846377763387625,0.016894182093410565,0.020778949340382304,0.001971214927812847,-0.005851568347913086,0.003044232270050869
2018-01-12,-0.007403063389085673,-0.005208652445463707,-0.007910851714383268,-0.00481651906772605,-0.0007533997563289839,0.0022122994793616455
2018-01-15,-0.008532638353482487,0.011589683855705916,-0.013288902687353759,-0.0031027542845792192,-0.010656455438680733,-0.0018442100577082201
2018-01-16,0.00017386733971531907,0.018398988150099077,0.019396228035692346,-0.005169408910579807,0.006396362826963315,0.007132966860120948
2018-01-17,-0.011151885781274863,0.03008381381551791,0.010610653444855353,0.012236761018549784,0.004733792466184125,0.0007781394629318114
2018-01-18,-0.009804962961946167,0.013063641991289664,0.009115473700102503,-0.0009726528589092474,-0.0015092528234444376,0.0032452043051225477
2018-01-19,-0.0057410145576547895,-0.013979497942586756,-0.0035513313974612696,0.0023542113342849822,0.0012550110024589299,0.0017045962313771096
2018-01-22,0.0032812658151722923,0.022084221414991848,0.014721659640615063,0.005756933917309075,-0.021327892523168857,0.004894227178518012
2018-01-23,-0.020200762123657064,0.04215291440522835,-0.004037149358296289,-0.00890923172761845,-0.0003669050171339408,0.006321169326336295
2018-01-24,-0.013645641457982388,0.016044655654365053,0.007499526764503013,0.0021097461345700916,0.002170317067551499,0.004844478229235816
2018-01-25,0.0021394828992715234,-0.004803210152653401,-0.025848166196731318,0.0025200054228863484,-0.010353394499126522,0.0008282192875488996
2018-01-26,-0.0015229097881282988,0.01447591393821475,0.013583046757403003,0.00514996826489374,0.004055711750691834,0.0018066055329441877
2018-01-29,-0.001593450422865595,-0.007271991587009169,0.030391981011156685,0.0041254912436740595,0.004807750661281474,-0.0058382696816340895
2018-01-30,-0.00200339684077905,0.012852167909341189,-0.009827449879907392,-0.0018825457276266393,-0.00033688053541127273,0.004574641416978996
2018-01-31,0.014935701275613906,-0.026876806914999694,-0.024379348672223668,-0.00863775056167374,0.019569461490455617,-0.0017643648253466275
2018-02-01,-0.00015593365749140854,0.007466813756161183,-0.02139096930532112,0.006309519332690151,0.013715683445337499,0.003217166697272915
2018-02-02,-0.007053052607397518,0.015027941308081818,0.010609394091577434,-0.016834724612336968,0.01610618819317995,0.008085382291951725
2018-02-05,0.005905733510097817,0.0034713235032505273,0.016257129324926574,0.008848781050704078,-0.013420590023062371,-0.003251138236703271
2018-02-06,0.0039569981775327175,-0.008609509863282936,0.004692854628257659,-0.010511289381130018,0.019720662580207916,-0.005947632627102588
2018-02-07,-0.007848469734961833,0.008564697080636972,0.032153785553324064,0.005618567161858924,-0.0065769403487720025,0.0009694453193532524
2018-02-08,0.007659029516093965,-0.01107628804543389,-0.005071233013814084,-0.004877555980274223,0.005115805292624238,-0.0011063241265404716
2018-02-09,-0.0031231670721225064,-0.007703698626021843,-0.016279142368827618,-0.004269624883141098,0.0015393303900758113,-7.102927254407345e-05
2018-02-12,0.021391551115692665,-0.03405693109139321,0.01268747331054735,-0.009901137464686759,-0.00992198901936267,-0.005858687907444128
2018-02-13,0.03166246562400597,-0.04845402333587043,-0.04055723536903268,0.005539259925061167,0.0029310281821367046,-0.009108617228921876
2018-02-14,0.007519550373965659,-0.021592775093167697,-0.011182089567725352,-0.00040131472010416976,-0.0009636074757601661,-0.011118362094826868
2018-02-15,0.007029418112210541,-0.02400092204568519,0.020807491494353465,-0.0021069673624979075,0.003731524985313808,-0.0009154724492059803
2018-02-16,0.011115621575315588,-0.026643843220721317,-0.0009510935122964848,-0.0012389063394768651,-0.025695367754546575,-0.002582858105574199
2018-02-19,0.0019122901497455472,0.008736692595336479,-0.007723621097098204,-0.003953711100879993,-0.018937557983493614,0.005136114087341518
2018-02-20,-0.0007200173162241825,-0.017865020760672822,-0.018251521610442405,-0.007764481282077767,-0.0016211835042052722,-0.003998357146462143
2018-02-21,0.011922514679353298,-0.008967538152799874,-0.028886173329146465,-0.001639725420875934,-0.002446496661140634,-0.010069265059336056
2018-02-22,-0.007976586881804682,0.015016509165373277,0.01583932736079236,-0.0017195330170244236,-0.0060632528990631806,0.00344622134078135
2018-02-23,-0.008605657156452241,0.0015065591751962587,-0.005342172489167826,0.000575206157154803,0.0008886921312097587,-0.0022214478803755998
2018-02-26,-0.005122129088556483,0.002660928025049003,0.010742476570960306,0.015657118925373765,-0.0061513846286468605,-0.011317948213436407
2018-02-27,-0.0072129921397969966,0.023200143166188646,-0.002406779492915236,-0.0034468173937244728,-0.007296765013426138,0.005626559606652838
2018-02-28,5.679719464621707e-05,0.013483256534828411,-0.009493240623008268,-0.009654751438843232,0.007424941316373845,0.0026749780195525616
2018-03-01,0.006547255440802411,-0.0005400373189264123,-0.010535767371933328,-0.003304962308036608,-0.011333023418990007,-0.003354581169578082
2018-03-02,0.012860212329350106,-0.0304609435006768,-0.02050520576525045,0.0014947819285931428,-0.0009462399690644271,-0.004471719731683311
2018-03-05,-0.007380702530426602,0.020241471592102912,0.00350997937052382,0.007788349175619975,-0.009042294951472775,0.002514749516486598
2018-03-06,0.018296017548092982,-0.018082377373828364,0.0199011783737061,0.0005369921253892383,-0.009798248399763024,-0.0003951651433800802
2018-03-07,-0.010515869142153616,0.0202220792873591,0.0015855117395435006,-0.013163570446046442,0.019454471413669766,0.005787161667851949
2018-03-08,-0.015391327372699388,0.03748115531147052,-0.018832362793837428,-0.0025112680908954466,-0.001490651747513802,0.004977048988913368
2018-03-09,0.006358733898085721,-0.01998801505046011,-0.0012678575460521,-0.0051402528781503256,0.008925325270793477,-0.003730179475378368
2018-03-12,-0.006087687475010656,0.018852862869242412,0.012636988605482732,0.005446627778618759,-0.019834713419690102,0.0028365268528199577
2018-03-13,0.00959627684391477,-0.0034750199777916603,-0.003931453008418365,-0.000745845014322224,-0.004200238016839597,0.0018193438811360937
2018-03-14,0.012842784535115217,-0.014408806878905521,0.014088878810473625,-0.0016220615429733292,0.019599417964661872,-0.0005839433312869293
