Date,SPY,QQQ,TLT,GLD,HYG,IWM,EFA,VNQ,LQD,DXY
2018-01-01,101.00887989057223,100.07631346509665,100.41622067052407,99.70777977355631,98.62691122468392,97.95842958304587,100.9029543232999,102.95173371515236,99.8333705024445,99.33940762614915
2018-01-02,103.32645049393778,101.12209573272328,100.72147259045894,100.45662774867124,98.98982651419198,96.23906029285196,100.20764713956683,102.98687687926046,99.9376094101151,99.14942649839945
2018-01-03,102.86914605528186,98.38270277145318,100.20107730403542,101.27930538891891,98.581715185579,95.69177757436151,98.57628667308202,100.91400382504605,99.69679106106105,98.94959168494343
2018-01-04,104.71787633832798,98.56680528226494,100.35664079603615,102.71601084538015,100.3079426842066,94.01999990069136,99.10235787120415,101.59825046002837,99.76644463742872,97.67728641320642
2018-01-05,105.54058902934855,99.9995577025159,100.89036146244932,102.3992043186414,100.27141766887478,93.02836441735074,99.49503078304383,103.20525809794975,100.55774925378782,97.55993592886676
2018-01-08,106.23556762736919,101.11953554106552,101.08467794237934,102.60604911170539,99.86757043672442,92.58678113412175,101.72759553592488,105.37455156172312,100.38374693345922,97.04003184578245
2018-01-09,105.13349260779769,101.29814984158054,101.34280668680782,101.3898472568296,99.97493722386491,92.73671552146662,103.11702304755264,106.53802452298362,101.20287902554992,97.00258873996627
2018-01-10,104.77017161137337,101.59678644949415,102.08495216117119,101.88515802823352,98.9162038750813,93.04488250509677,103.86786579235351,106.75544400910519,101.16586609490685,97.59510761248143
2018-01-11,104.27936130760922,100.28815001708789,102.28618354277634,101.79991751943056,98.69601383565623,94.18091812151947,104.3500423346995,107.59862648489124,101.53264722886995,97.89220978847442
2018-01-12,103.50737458567562,99.56385622656408,101.79352018937765,101.67209172850924,97.6364768584417,92.9931351451339,103.96755310117818,105.97033872357791,100.51915265019953,98.10877667322302
2018-01-15,102.6241835914176,99.96103100083351,101.47767990846765,100.67285321103905,96.37401005301662,93.27741939066699,103.44338310664094,104.98484037382552,100.29058991586075,97.92784348053281
2018-01-16,102.64202658520911,97.55026345265335,100.95310028572386,100.8761171465213,97.20116356333249,95.00984742147266,101.34447499920797,104.48922314910432,100.50986342944843,98.62635954276257
2018-01-17,101.49737442837228,97.74778751675599,102.18843924800196,99.77782113518201,97.26381844027067,96.8085670154004,101.73997047722432,105.80949645956174,100.09885822623615,98.7031046052081
2018-01-18,100.50219643136731,97.69819256595586,102.08904537041991,100.27182851019458,96.40243183884364,97.12403506259426,102.45194870623375,106.72031486760277,99.3634384656356,99.02341634520188
2018-01-19,99.92521185857855,98.02832573119214,102.32938455813729,101.1247845075282,96.53660737271937,95.20869931506847,101.51840621538604,106.70193559244123,99.37703300077533,99.192211287522
2018-01-22,100.25309304032395,97.14041863067771,102.91848806283741,100.59263744642945,94.74111527084528,97.62371436174537,100.38295957285264,107.30629547438795,99.64821427398091,99.67768050390269
2018-01-23,98.22790415565551,97.84896621263766,102.00156340362945,99.16883717989174,94.05628128496382,99.76676500570703,99.68759341002058,107.65578198194781,98.96447086490086,100.30776000042432
2018-01-24,96.88752139437837,97.0091159275576,102.21676080774036,98.65474013175321,94.13620778998943,100.00610689128288,99.21957612899183,107.53912595181482,98.83378393758304,100.7936987599698
2018-01-25,97.09481058955446,99.34993755310178,102.47434759928575,98.79530340776887,93.45522290291657,99.73971789885195,100.22153952486472,107.35434661351788,99.14208176195895,100.8771780453462
2018-01-26,96.94694395213116,98.60705150961893,103.00208723738776,98.84465942478964,93.70302632165462,101.03164687872423,101.56479806507421,108.00980696188181,99.00287260055332,101.05942331335072
2018-01-29,96.7924638032951,96.03271430767303,103.42702144636576,98.64571989590605,94.10201710002306,100.13595667215876,102.89914621813226,108.47262374823563,98.94844918437532,100.46941114617695
2018-01-30,96.59855008710035,95.67449831419955,103.23231534902074,98.86096635243251,94.13850472114011,101.22230874182645,102.24406116285294,107.00199580978753,99.02014979361691,100.92902267554575
2018-01-31,98.04131717485872,97.17557607841536,102.34062035913185,99.4209908403427,95.71048843725221,100.01360246007778,101.14161109141213,106.07215651991051,98.73587926863473,100.75094705808041
2018-02-01,98.02602923368636,98.99503508471818,102.98634048180728,99.16746983071077,96.24751927692392,100.74478991589943,101.29004370420853,105.789203683281,97.9356554890427,101.07507964967436
2018-02-02,97.33464649260688,95.94292225416619,101.2525938009637,98.331614497855,96.57095187631914,101.54821840265255,99.86470774626135,103.64997940566958,96.68739084595575,101.89231030883145
2018-02-05,97.90947897609179,96.08256169120514,102.1485558343243,97.90360614621298,96.22375665323439,102.50044183621819,102.26665880948462,105.48588714340399,97.6373788304071,101.56104432276038
2018-02-06,98.29690660596336,95.97765315419636,101.07484280408521,97.99132507680638,97.09675529968251,102.02355733278061,101.21468747646148,105.8657414416837,96.59772888747852,100.9569965419037
2018-02-07,97.5254263094261,94.19181061404417,101.6427385967543,97.98123032707046,96.14266650925146,102.09662939444539,104.08284022028256,107.2998969970308,96.28386111389963,101.05486882965722
2018-02-08,98.27237642809963,94.70122199906781,101.14697044926027,97.26955642185425,96.69668612792833,101.74773881683036,102.22519802184185,107.33605720497607,96.34612487653781,100.9430693901666
2018-02-09,97.96545537794017,94.9031377487487,100.71511082737577,96.21527162471716,96.80764038248793,100.64612971357067,102.17400026965709,105.81757316709542,96.30836836289868,100.93589947737944
2018-02-12,100.06108842422947,94.18348729617557,99.71791667030276,95.92524948124989,96.13331583072178,99.37140823766467,101.79001613899558,106.35771619080184,96.59309212013818,100.34454754368431
2018-02-13,103.22926919676225,97.6419256709713,100.27028012992515,95.29930445608042,96.59789456371266,97.70280750133267,100.76380678649097,105.94962000019348,96.7767757161175,99.43054746909954
2018-02-14,104.00550688655497,99.19689257106734,100.23004019052004,95.7290043134633,96.30335739390851,96.32781393566947,100.99997394874313,106.45215042844715,96.57494794337104,98.32504263905122
2018-02-15,104.73660508043297,97.28296898771106,100.01885876709676,96.88551010973883,96.4513701132202,94.69298606255724,99.53949173076228,106.61324474408278,96.36300625052469,98.23502877144816
2018-02-16,105.90081754759034,97.56050548077634,99.89494476890295,96.42287662981349,94.0081634388824,93.22257238671254,99.62486177124069,106.81600021508399,96.39812080200178,97.98130163113451
2018-02-19,106.10333063783659,98.65524582447492,99.49998901684835,96.30014927822889,92.78996318650964,94.2152979515108,99.40762335005621,107.18959147222019,96.97449540458261,98.48454477473825
2018-02-20,106.02693440246829,99.68004042874867,98.72742321456009,96.57299522515541,93.00634162415886,92.46430305165578,99.93545684527804,106.34666459194018,97.35784527384936,98.0907683913221
2018-02-21,107.29104208428855,101.81846867150092,98.56553734897759,95.88164153664226,93.08880257560406,92.73753289671754,99.65411673586732,105.55616322387809,97.68234998336446,97.10306644451595
2018-02-22,106.43522576546385,99.662993420762,98.39605065316526,95.00846219637731,91.87250159720654,93.39039792108032,98.11248350762175,104.99350040145083,96.99830237381951,97.43770510435233
2018-02-23,105.51928070315668,100.61717943691879,98.45264866734068,95.31640598665587,92.22138912026313,92.7274103357301,98.64233554343646,105.43782797153824,97.28045359201417,97.22125232087961
2018-02-26,104.97879732606347,101.51946719928644,99.99413349604328,94.96002220710629,92.51925509502526,92.4991895347955,100.71415279091632,107.51600844990811,98.19306933204402,96.12090722186646
2018-02-27,104.22158608610523,99.93606744403914,99.64947197743872,94.14255994986011,91.73857110663579,93.9779880477071,101.87500518575865,105.58031327954001,98.08100105251582,96.66173723579584
2018-02-28,104.22750557981651,99.47303906519822,98.68738109448458,93.31701339730505,92.21511160664679,95.25045505526097,100.95974401176295,104.08883440257668,97.86224193840057,96.92030525823336
2018-03-01,104.90990968280522,99.83746940407215,98.36122301968847,93.54423040854353,91.42791368544547,95.82264531498588,101.76480425329007,103.37351946633075,98.13591214710155,96.59517822726433
2018-03-02,106.25907339677904,101.45972579008999,98.50825159833262,94.60902146221616,91.47573208639186,94.13609669467142,101.65554438191604,102.9335377484638,98.28009907126165,96.1632316628
2018-03-05,105.47480678487867,102.26862493998519,99.27546825846025,94.32373048971078,90.22852354916205,95.34675929462921,103.38650232765727,104.11548162507628,97.82879532526199,96.4050581031278
2018-03-06,107.40457570069653,100.27402821427943,99.32877840315938,94.25721564738492,89.70038433807434,95.36712919290046,102.33370904956757,104.15688549047715,98.21471989364802,96.3669621845199
2018-03-07,106.27512323735945,97.53629962548175,98.02125703132965,92.3767594523193,90.47002291952188,96.29278258979171,99.86873533436953,101.47828727433885,97.14669689480807,96.9246533741215
2018-03-08,104.63940802403928,99.2652308817741,97.77509937631741,91.71029852477426,90.51386568911967,98.4198735889457,100.69030776998159,101.36601839557994,97.3385871476466,97.40705212219795
2018-03-09,105.30478217491736,99.8067985014641,97.27251064033688,90.95158199001041,90.67961766887726,97.07848146082083,101.48424003409929,101.79052974369307,96.64805823100967,97.04370633561462
2018-03-12,104.6637195714124,99.43823686992815,97.80231779888652,89.93698100838009,88.96886383843129,98.31770530367388,101.8181121533529,102.70096845161159,96.74169085429027,97.31897341453276
2018-03-13,105.66810159993354,98.54314849998175,97.72937242776707,89.46384580917109,88.12552664577538,98.91953323232545,102.27926746310128,101.37274673335438,96.23101304569052,97.49603009333293
2018-03-14,107.02517426101615,98.05874650189301,97.57084937113308,88.6899062000979,90.0754540211849,98.76462303304632,102.8494815428407,102.3026638109204,96.47421626739087,97.43909793673298
2018-03-15,106.59469220003754,98.91728707191302,97.74808703108184,89.56041973420234,89.60698119087272,98.10351837169524,103.67940571968084,103.8483885361757,96.59240845485789,97.0026167093035
2018-03-16,106.44253142516061,98.20849846157581,98.85093827277433,90.21602089345345,90.57710594992766,98.14080653633577,104.15368843327475,105.40704978442537,97.60585112466157,97.03708341235502
2018-03-19,106.41155368663118,99.63013631718057,98.8399767102754,90.83649466250566,90.17349869953671,96.89219456930108,104.79920842025416,105.89632448749344,98.684279414316,96.68214788695121
2018-03-20,106.44149477547148,98.10844441388255,97.38081961701695,89.32629359885613,90.312616384999,96.32555500147994,104.29597393350896,106.96950830845333,97.66322023888043,97.31024131608635
2018-03-21,106.73169645375367,99.68034945651942,97.4963019900274,90.14755770820244,89.80110749942571,96.50083854827697,104.14999060565424,106.59472573167128,98.21662670276928,97.29006523806791
2018-03-22,106.63643845669432,100.62988409210169,98.15922148138023,89.3991769155133,90.14436459864912,97.2525857650828,104.1283500726315,107.2311726522897,97.66382224369224,97.84044195372731
2018-03-23,106.33232719295556,100.43264110105258,98.89330584541102,89.34480213866124,90.5282822598319,96.26510184470303,104.309908294045,106.07308637988244,97.96632531467652,98.09705184151541
2018-03-26,106.61764853648134,101.71466615499097,98.43738844662383,88.86016329175288,90.2143394011071,96.8001862252598,104.27909885779042,105.97647495802293,98.15927614734362,98.11615971795258
2018-03-27,106.59010987669726,103.49496887119949,98.33535756168807,89.10848496407165,91.58524403601767,96.40893859046015,104.84761582033093,105.30666797660717,99.42538002494213,97.20485981655453
2018-03-28,105.13921974883296,101.57986552239126,99.04962969590176,89.05607456426674,91.07090546068322,95.99986306247898,105.70057818314167,106.22207869835636,99.12380041282793,96.82380676808368
2018-03-29,103.74790270656169,101.44715491006764,99.19243027308899,88.89574390328997,90.74194878117045,94.92505328970265,105.83311325947604,105.259723092271,99.33873972712412,97.05981846410204
2018-03-30,102.90657921563113,99.78845027291406,99.55493256007506,88.90207649753353,90.04454383088208,92.59331598255723,106.10042865887397,106.22301406901586,99.81246799381634,96.66152375840421
2018-04-02,102.11251405642476,98.94946044628905,99.94574934896865,87.99772569196419,89.6779394016916,92.42544477629401,106.63263189342706,105.29845462540524,100.14639753003411,96.68523142235269
2018-04-03,101.83798868061898,99.56646732139255,100.79085807052638,87.03291531641136,90.28651861596153,93.16375840261865,107.13400500008422,107.31374671617147,100.20722050661878,97.15002891803766
2018-04-04,101.11356664586322,98.17964296672348,101.35490852784518,88.24950834135686,90.765884632618,94.00904887884232,107.0690604250504,105.8695210444653,100.52054066209546,97.8016976627622
2018-04-05,98.85615507865705,96.83148330911149,99.785491428111,87.63335143315855,91.05338817690473,94.0645089801633,104.91273599210278,105.58624147193918,99.7776575401489,97.90190275779823
2018-04-06,97.2947094823903,93.71906870217782,99.7278990121529,86.62679292806322,91.36904155924263,96.16668085947767,103.86347847757354,104.8008979274957,99.87836415060906,98.66182406441317
2018-04-09,97.6074101784118,91.73399367952224,99.98515049568037,85.98480900703323,89.42309566952143,96.16795424298256,104.47858768518286,107.84347618351282,99.10144615024782,98.22904168245617
2018-04-10,100.09461129283932,92.67090051939417,100.05421776686497,85.80607198335221,89.00696741778088,96.55729925976185,104.5540030465613,107.54941266935627,98.88575232394228,98.48169763494415
2018-04-11,99.38664569652191,93.24822635961503,100.30916695401334,85.9285659983976,88.28111063814148,97.546477047681,106.22878686992144,108.54534186760729,98.52994427582641,98.15678996037671
2018-04-12,99.61410297973048,92.97388709553027,100.19938952026142,85.93358023193002,87.18011964793475,98.47455678066652,106.3693204640007,108.71771382162521,98.52862139165495,98.60008570022042
2018-04-13,99.67796515308834,91.92741839276717,100.78803239216312,85.65732555060256,86.53359565617626,97.16167973587802,106.95902136599045,108.34167605169809,98.4289484331392,98.62999871528318
2018-04-16,99.71776044130067,93.19805153994288,101.21683958294656,85.58028050155076,86.33342865549,96.5323675215631,108.08222002060732,109.05790399374649,98.42175049475424,98.71254714853379
2018-04-17,99.83297754834386,92.64738388736143,100.11619087447761,85.68074367739933,86.54749830394557,96.55720847633489,106.56997136701654,107.00331490115119,98.12379192865731,98.94357638783563
2018-04-18,99.67981274744761,92.42177742089106,99.76373352339375,85.80210699198275,86.7187422493762,95.83541822922517,106.90579110455263,107.83081323580753,98.34840438646823,98.77920375586488
2018-04-19,99.44756518575528,90.90994892806651,99.98847900363967,84.32667664494448,86.11336873232615,96.3348798085641,107.78944011687224,108.90315588380528,97.56656525732542,98.5084256787488
2018-04-20,98.57743834545704,90.78915443535615,99.97718234483325,84.05779549892496,85.45323737711715,96.72912426806192,108.64680936736706,108.354187523935,97.6704036213385,99.24426708050808
2018-04-23,99.23316953503738,90.42218898246544,100.36655022349102,83.71767545355137,85.46392573449192,98.13926796292361,110.75597580268868,108.08368691053217,98.22651269282025,99.93613706266876
2018-04-24,98.58378091284784,90.55076269870034,101.36565008380167,83.4554711978607,85.65229279937654,98.37341385128316,109.8833551055259,108.24990185630637,98.34690716089266,100.37907592766449
2018-04-25,101.0602692098575,92.10426815323933,101.47749015733052,84.26437799183331,86.3036529995871,97.72129796181144,108.93300845217331,106.3186715850984,97.73368903176929,100.13121777728806
2018-04-26,101.03721938107604,91.30306440886456,100.84974599282108,83.76028444876124,85.52253471158984,97.82782070260285,107.84318733638254,107.20761169849968,97.3685611956172,100.00966553626564
